alert_text,mdc_source,physioid,mdc_alert,alert_code,alert_kind,severity,source_label,source_description
<SpO2 Label> No Sensor,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label> NoisySignal,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_SIG_NOISY,74,INOP,HARD_INOP,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label> Poor Signal,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_SIG_QUALITY,434,INOP,SOFT_INOP,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label> Searching,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_STAT_LEARN,6224,INOP,SOFT_INOP,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label> Sensor Malf,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_SENSOR_MALF,310,INOP,HARD_INOP,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label> Sensor Off,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_SENSOR_DISCONN,308,INOP,HARD_INOP,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label> Unkn.Sensor,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_ADVIS_SENSOR_CHK,6696,INOP,HARD_INOP,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label> Unplugged,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_UNPLUGGED,6256,INOP,HARD_INOP,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label> Upgrade,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_STAT_FW_UPDATE_IN_PROGRESS,61688,INOP,HARD_INOP,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label> Chk Sensor,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_ADVIS_CHK,6658,INOP,SOFT_INOP,SpO2pr ,SpO2 Pre Ductal Label 
** 3D Desat Index,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_DESAT_INDEX,62134,Alarm,YELLOW_ALARM,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label>: Only SpO2,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_ONLY_SPO2,62124,INOP,HARD_INOP,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label>ReplaceSensr,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_SENSOR_REPLACE,61894,INOP,HARD_INOP,SpO2pr ,SpO2 Pre Ductal Label 
No 3D Desat Index,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_NO_DESAT_INDEX_ALARM,62126,INOP,HARD_INOP,SpO2pr ,SpO2 Pre Ductal Label 
No 3D Perf Delta,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_NO_PERF_INDEX_ALARM,62128,INOP,HARD_INOP,SpO2pr ,SpO2 Pre Ductal Label 
<SpO2 Label> NeoPatient?,NOM_PULS_OXIM_SAT_O2_PRE_DUCTAL,192960,NOM_EVT_PAT_TYPE_UNSUPPORTED,62042,INOP,HARD_INOP,SpO2pr ,SpO2 Pre Ductal Label 
** Pulse High,MDC_PULS_OXIM_PULS_RATE,149538,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,Pulse ,Pulse Rate from Plethysmogram 
** Pulse Low,MDC_PULS_OXIM_PULS_RATE,149538,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,Pulse ,Pulse Rate from Plethysmogram 
*** Brady (Pulse),MDC_PULS_OXIM_PULS_RATE,149538,NOM_EVT_BRADY,61766,Alarm,RED_ALARM,Pulse ,Pulse Rate from Plethysmogram 
*** Tachy (Pulse),MDC_PULS_OXIM_PULS_RATE,149538,NOM_EVT_TACHY,61768,Alarm,RED_ALARM,Pulse ,Pulse Rate from Plethysmogram 
***NO SpO2 PULSE,MDC_PULS_OXIM_PULS_RATE,149538,NOM_EVT_EXT_DEV_AL_CODE_90,62012,Alarm,RED_ALARM,Pulse ,Pulse Rate from Plethysmogram 
*** Pulse  LOW,MDC_PULS_OXIM_PULS_RATE,149538,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,Pulse ,Pulse Rate from Plethysmogram 
!!!SpO2T No Pulse,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_NON_PULSATILE,442,INOP,RED_ALARM,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
SpO2T Pulse? ,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_MSMT_RANGE_UNDER,366,INOP,HARD_INOP,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
** SpO2T High,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
** SpO2T Low,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
*** Desat,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_DESAT,3246,Alarm,RED_ALARM,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
SpO2T Equip Malf,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
SpO2T Erratic,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_ERRATIC,32,INOP,HARD_INOP,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
SpO2T Extd.Update,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_SUST,106,INOP,SOFT_INOP,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
SpO2T Interference,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_MSMT_INTERF,436,INOP,HARD_INOP,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
SpO2T Low Perf,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_SIG_LO,380,INOP,SOFT_INOP,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
SpO2T No Sensor,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
SpO2T NoisySignal,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_SIG_NOISY,74,INOP,HARD_INOP,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
SpO2T Poor Signal,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_SIG_QUALITY,434,INOP,SOFT_INOP,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
SpO2T Searching,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_STAT_LEARN,6224,INOP,SOFT_INOP,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
SpO2T Sensor Malf,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_SENSOR_MALF,310,INOP,HARD_INOP,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
SpO2T Sensor Off,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_SENSOR_DISCONN,308,INOP,HARD_INOP,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
SpO2T Unkn.Sensor,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_ADVIS_SENSOR_CHK,6696,INOP,HARD_INOP,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
SpO2T Upgrade,NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_STAT_FW_UPDATE_IN_PROGRESS,61688,INOP,SOFT_INOP,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
"No SpO2T, Batt Low",NOM_PULS_OXIM_SAT_O2_TELE,192668,NOM_EVT_UNAVAIL,110,INOP,HARD_INOP,SpO2T ,SpO2 Parameter Label sourced by Telemetry System 
** PulseT High,NOM_PULS_OXIM_PULS_RATE_TELE,192669,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,PulseT ,Pulse parameter label sourced by Telemetry System 
** PulseT Low,NOM_PULS_OXIM_PULS_RATE_TELE,192669,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,PulseT ,Pulse parameter label sourced by Telemetry System 
*** Brady (Pulse),NOM_PULS_OXIM_PULS_RATE_TELE,192669,NOM_EVT_BRADY,61766,Alarm,RED_ALARM,PulseT ,Pulse parameter label sourced by Telemetry System 
*** Tachy (Pulse),NOM_PULS_OXIM_PULS_RATE_TELE,192669,NOM_EVT_TACHY,61768,Alarm,RED_ALARM,PulseT ,Pulse parameter label sourced by Telemetry System 
** RR High,MDC_RESP_RATE,151562,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,RR ,Impedance Respiration Rate 
** RR Low,MDC_RESP_RATE,151562,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,RR ,Impedance Respiration Rate 
*** Apnea,MDC_RESP_RATE,151562,NOM_EVT_APNEA,3072,Alarm,RED_ALARM,RR ,Impedance Respiration Rate 
Coincidence HR = RR,MDC_RESP_RATE,151562,NOM_EVT_EQU,28,INOP,HARD_INOP,RR ,Impedance Respiration Rate 
Resp Erratic,MDC_RESP,151552,NOM_EVT_ERRATIC,32,INOP,SOFT_INOP,Resp ,Resp Wave
Resp Leads Off,MDC_RESP,151552,NOM_EVT_LEADS_OFF,274,INOP,HARD_INOP,Resp ,Resp Wave
** cmRR High,NOM_RESP_RATE_CM,195257,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,cmRR ,RESP_RATE_CM 
** cmRR Low,NOM_RESP_RATE_CM,195257,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,cmRR ,RESP_RATE_CM 
*** Bradypnea,NOM_RESP_RATE_CM,195257,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,cmRR ,RESP_RATE_CM 
** MVexp High,MDC_VOL_MINUTE_AWAY_EXP,151884,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,MVexp ,Expired Minute Volume 
** MVexp Low,MDC_VOL_MINUTE_AWAY_EXP,151884,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,MVexp ,Expired Minute Volume 
MVexp Overrange ,MDC_VOL_MINUTE_AWAY_EXP,151884,NOM_EVT_MSMT_RANGE_OVER,364,INOP,SOFT_INOP,MVexp ,Expired Minute Volume 
***MVepx High,MDC_VOL_MINUTE_AWAY_EXP,151884,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,MVexp ,Expired Minute Volume 
***MVexp Low,MDC_VOL_MINUTE_AWAY_EXP,151884,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,MVexp ,Expired Minute Volume 
** PEEP High,MDC_VENT_PRESS_AWAY_END_EXP_POS,151976,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,PEEP ,Positive End-Expiratory Pressure 
** PEEP Low,MDC_VENT_PRESS_AWAY_END_EXP_POS,151976,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,PEEP ,Positive End-Expiratory Pressure 
PEEP Overrange ,MDC_VENT_PRESS_AWAY_END_EXP_POS,151976,NOM_EVT_MSMT_RANGE_OVER,364,INOP,SOFT_INOP,PEEP ,Positive End-Expiratory Pressure 
***PEEP High,MDC_VENT_PRESS_AWAY_END_EXP_POS,151976,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,PEEP ,Positive End-Expiratory Pressure 
***PEEP Low,MDC_VENT_PRESS_AWAY_END_EXP_POS,151976,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,PEEP ,Positive End-Expiratory Pressure 
** PIP High,MDC_PRESS_AWAY_INSP_MAX,151817,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,PIP ,Peak Inspiratory Pressure 
PIP Overrange ,MDC_PRESS_AWAY_INSP_MAX,151817,NOM_EVT_MSMT_RANGE_OVER,364,INOP,SOFT_INOP,PIP ,Peak Inspiratory Pressure 
!!!PIP Low,MDC_PRESS_AWAY_INSP_MAX,151817,NOM_EVT_TECH_LO,62148,INOP,RED_ALARM,PIP ,Peak Inspiratory Pressure 
***PIP High,MDC_PRESS_AWAY_INSP_MAX,151817,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,PIP ,Peak Inspiratory Pressure 
*** AWP Negative,MDC_PRESS_AWAY_INSP_MAX,151817,NOM_EVT_EXT_DEV_AL_CODE_52,61936,Alarm,RED_ALARM,PIP ,Peak Inspiratory Pressure 
** PIP    Low,MDC_PRESS_AWAY_INSP_MAX,151817,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,PIP ,Peak Inspiratory Pressure 
*** PIP    LOW,MDC_PRESS_AWAY_INSP_MAX,151817,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,PIP ,Peak Inspiratory Pressure 
** RRspir High,NOM_AWAY_RESP_RATE_SPIRO,192738,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,RRspir ,Respiration Rate from Spirometry 
** RRspir Low,NOM_AWAY_RESP_RATE_SPIRO,192738,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,RRspir ,Respiration Rate from Spirometry 
*** Apnea,NOM_AWAY_RESP_RATE_SPIRO,192738,NOM_EVT_APNEA,3072,Alarm,RED_ALARM,RRspir ,Respiration Rate from Spirometry 
RRspir Overrange ,NOM_AWAY_RESP_RATE_SPIRO,192738,NOM_EVT_MSMT_RANGE_OVER,364,INOP,SOFT_INOP,RRspir ,Respiration Rate from Spirometry 
AWF Change Scale,MDC_FLOW_AWAY,151764,NOM_EVT_ADVIS_CHANGE_SCALE,61770,INOP,SOFT_INOP,AWF ,Airway flow 
AWF Overrange ,MDC_FLOW_AWAY,151764,NOM_EVT_MSMT_RANGE_OVER,364,INOP,SOFT_INOP,AWF ,Airway flow 
AWP Change Scale,MDC_PRESS_AWAY,151792,NOM_EVT_ADVIS_CHANGE_SCALE,61770,INOP,SOFT_INOP,AWP ,Airway Pressure 
AWP Overrange ,MDC_PRESS_AWAY,151792,NOM_EVT_MSMT_RANGE_OVER,364,INOP,SOFT_INOP,AWP ,Airway Pressure 
!! AWP    Low,MDC_PRESS_AWAY,151792,NOM_EVT_EXT_DEV_AL_CODE_69,61970,INOP,YELLOW_ALARM,AWP ,Airway Pressure 
Chk Air Supply,MDC_PRESS_AWAY,151792,NOM_EVT_EXT_DEV_AL_CODE_84,62000,INOP,HARD_INOP,AWP ,Airway Pressure 
*** AWP    High,MDC_PRESS_AWAY,151792,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,AWP ,Airway Pressure 
***AWP Negative,MDC_PRESS_AWAY,151792,NOM_EVT_EXT_DEV_AL_CODE_53,61938,Alarm,RED_ALARM,AWP ,Airway Pressure 
!!! AWP    LOW,MDC_PRESS_AWAY,151792,NOM_EVT_EXT_DEV_AL_CODE_77,61986,INOP,RED_ALARM,AWP ,Airway Pressure 
***AWP NEGATIVE,MDC_PRESS_AWAY,151792,NOM_EVT_EXT_DEV_AL_CODE_76,61984,Alarm,RED_ALARM,AWP ,Airway Pressure 
!!! AWP    LOW,MDC_PRESS_AWAY,151792,NOM_EVT_EXT_DEV_AL_CODE_55,61942,INOP,RED_ALARM,AWP ,Airway Pressure 
*** AWP    LOW,MDC_PRESS_AWAY,151792,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,AWP ,Airway Pressure 
!!! AWP    Low,MDC_PRESS_AWAY,151792,NOM_EVT_EXT_DEV_AL_CODE_64,61960,INOP,RED_ALARM,AWP ,Airway Pressure 
!! AWP    High,MDC_PRESS_AWAY,151792,NOM_EVT_EXT_DEV_AL_CODE_51,61934,INOP,YELLOW_ALARM,AWP ,Airway Pressure 
***AWP NEGATIVE,MDC_PRESS_AWAY,151792,NOM_EVT_EXT_DEV_AL_CODE_50,61932,Alarm,RED_ALARM,AWP ,Airway Pressure 
!!!AWP SUSTAINED,MDC_PRESS_AWAY,151792,NOM_EVT_EXT_DEV_AL_CODE_57,61946,INOP,RED_ALARM,AWP ,Airway Pressure 
** AWP    HIGH,MDC_PRESS_AWAY,151792,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,AWP ,Airway Pressure 
AWV Change Scale,NOM_VOL_AWAY,192735,NOM_EVT_ADVIS_CHANGE_SCALE,61770,INOP,SOFT_INOP,AWV ,Airway Volume Wave 
AWV Overrange ,NOM_VOL_AWAY,192735,NOM_EVT_MSMT_RANGE_OVER,364,INOP,SOFT_INOP,AWV ,Airway Volume Wave 
COMP Overrange ,MDC_COMPL_LUNG,151688,NOM_EVT_MSMT_RANGE_OVER,364,INOP,SOFT_INOP,COMP ,Generic label Lung Compliance 
MVin Overrange ,MDC_VOL_MINUTE_AWAY_INSP,151888,NOM_EVT_MSMT_RANGE_OVER,364,INOP,SOFT_INOP,MVin ,Inspired Minute Volume 
***MINVOL LOW,MDC_VOL_MINUTE_AWAY_INSP,151888,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,MVin ,Inspired Minute Volume 
**MINVOL HIGH,MDC_VOL_MINUTE_AWAY_INSP,151888,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,MVin ,Inspired Minute Volume 
Raw Overrange ,MDC_RES_AWAY,151840,NOM_EVT_MSMT_RANGE_OVER,364,INOP,SOFT_INOP,Raw ,Static Lung Resistance 
TVexp Overrange ,NOM_VOL_AWAY_EXP_TIDAL,192737,NOM_EVT_MSMT_RANGE_OVER,364,INOP,SOFT_INOP,TVexp ,Expired Tidal Volume 
***TVexp High,NOM_VOL_AWAY_EXP_TIDAL,192737,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,TVexp ,Expired Tidal Volume 
***TVexp Low,NOM_VOL_AWAY_EXP_TIDAL,192737,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,TVexp ,Expired Tidal Volume 
**TVexp High,NOM_VOL_AWAY_EXP_TIDAL,192737,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,TVexp ,Expired Tidal Volume 
**TVexp Low,NOM_VOL_AWAY_EXP_TIDAL,192737,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,TVexp ,Expired Tidal Volume 
TVin Overrange ,NOM_VOL_AWAY_INSP_TIDAL,192736,NOM_EVT_MSMT_RANGE_OVER,364,INOP,SOFT_INOP,TVin ,Inspired Tidal Volume 
***TVin High,NOM_VOL_AWAY_INSP_TIDAL,192736,NOM_EVT_EXTR_HI,61830,Alarm,RED_ALARM,TVin ,Inspired Tidal Volume 
***TVin Low,NOM_VOL_AWAY_INSP_TIDAL,192736,NOM_EVT_EXTR_LO,61832,Alarm,RED_ALARM,TVin ,Inspired Tidal Volume 
**TVin High,NOM_VOL_AWAY_INSP_TIDAL,192736,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,TVin ,Inspired Tidal Volume 
**TVin Low,NOM_VOL_AWAY_INSP_TIDAL,192736,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,TVin ,Inspired Tidal Volume 
** <Perf Label> High,MDC_PULS_OXIM_PERF_REL,150448,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,Perf ,Relative Perfusion 
** <Perf Label> Low,MDC_PULS_OXIM_PERF_REL,150448,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,Perf ,Relative Perfusion 
** 3D Perf Delta,MDC_PULS_OXIM_PERF_REL,150448,NOM_EVT_PERF_INDEX_DELTA,62136,Alarm,YELLOW_ALARM,Perf ,Relative Perfusion 
** 3D Perf Delta,NOM_PULS_OXIM_PERF_REL_LEFT,192650,NOM_EVT_PERF_INDEX_DELTA,62136,Alarm,YELLOW_ALARM,Perf l ,Perfusion Left 
** 3D Perf Delta,NOM_PULS_OXIM_PERF_REL_POST_DUCTAL,192988,NOM_EVT_PERF_INDEX_DELTA,62136,Alarm,YELLOW_ALARM,PerfPo ,Relative Perfusion Post Ductal Label 
** 3D Perf Delta,NOM_PULS_OXIM_PERF_REL_PRE_DUCTAL,193068,NOM_EVT_PERF_INDEX_DELTA,62136,Alarm,YELLOW_ALARM,PerfPr ,Relative Perfusion Pre Ductal Label 
** 3D Perf Delta,NOM_PULS_OXIM_PERF_REL_RIGHT,192651,NOM_EVT_PERF_INDEX_DELTA,62136,Alarm,YELLOW_ALARM,Perf r ,Perfusion Right 
** cSpHb High,NOM_PULS_OXIM_HB_TOTAL_ART_CORR,195429,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,cSpHb,PULS_OXIM_HB_TOTAL_ART_CORR
** cSpHb Low,NOM_PULS_OXIM_HB_TOTAL_ART_CORR,195429,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,cSpHb,PULS_OXIM_HB_TOTAL_ART_CORR
** cSpHbv High,NOM_PULS_OXIM_HB_TOTAL_VEN_CORR,195430,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,cSpHbv,PULS_OXIM_HB_TOTAL_VEN_CORR
** cSpHbv Low,NOM_PULS_OXIM_HB_TOTAL_VEN_CORR,195430,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,cSpHbv,PULS_OXIM_HB_TOTAL_VEN_CORR
** PVI High,NOM_PULS_OXIM_PLETH_AMPL_VAR_INDEX,195424,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,PVI,Pleth Variability Index
** PVI Low,NOM_PULS_OXIM_PLETH_AMPL_VAR_INDEX,195424,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,PVI,Pleth Variability Index
PVI Cannot Meas,NOM_PULS_OXIM_PLETH_AMPL_VAR_INDEX,195424,NOM_EVT_INOP,52,INOP,HARD_INOP,PVI,Pleth Variability Index
PVI Poor Signal,NOM_PULS_OXIM_PLETH_AMPL_VAR_INDEX,195424,NOM_EVT_SIG_QUALITY,434,INOP,SOFT_INOP,PVI,Pleth Variability Index
** RRac High,NOM_ACOUSTIC_RESP_RATE,195423,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,RRac,Acoustic Respiration Rate
** RRac Low,NOM_ACOUSTIC_RESP_RATE,195423,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,RRac,Acoustic Respiration Rate
*** RRac Pause,NOM_ACOUSTIC_RESP_RATE,195423,NOM_EVT_ACOUSTIC_RESP_PAUSE,62138,Alarm,RED_ALARM,RRac,Acoustic Respiration Rate
RRac Cannot Meas,NOM_ACOUSTIC_RESP_RATE,195423,NOM_EVT_INOP,52,INOP,HARD_INOP,RRac,Acoustic Respiration Rate
RRac Chk Sensor,NOM_ACOUSTIC_RESP_RATE,195423,NOM_EVT_ADVIS_CHK,6658,INOP,HARD_INOP,RRac,Acoustic Respiration Rate
RRac Extd.Update,NOM_ACOUSTIC_RESP_RATE,195423,NOM_EVT_SUST,106,INOP,SOFT_INOP,RRac,Acoustic Respiration Rate
RRac Interference,NOM_ACOUSTIC_RESP_RATE,195423,NOM_EVT_MSMT_INTERF,436,INOP,HARD_INOP,RRac,Acoustic Respiration Rate
RRac No Sensor,NOM_ACOUSTIC_RESP_RATE,195423,NOM_EVT_XDUCR_DISCONN,336,INOP,HARD_INOP,RRac,Acoustic Respiration Rate
RRac No SpO2,NOM_ACOUSTIC_RESP_RATE,195423,NOM_EVT_SPO2_REQUIRED,62132,INOP,HARD_INOP,RRac,Acoustic Respiration Rate
RRac Poor Signal,NOM_ACOUSTIC_RESP_RATE,195423,NOM_EVT_SIG_QUALITY,434,INOP,SOFT_INOP,RRac,Acoustic Respiration Rate
RRac Rplc Sensor,NOM_ACOUSTIC_RESP_RATE,195423,NOM_EVT_SENSOR_REPLACE,61894,INOP,HARD_INOP,RRac,Acoustic Respiration Rate
RRac Sensor Malf,NOM_ACOUSTIC_RESP_RATE,195423,NOM_EVT_SENSOR_MALF,310,INOP,HARD_INOP,RRac,Acoustic Respiration Rate
RRac Sensor Off,NOM_ACOUSTIC_RESP_RATE,195423,NOM_EVT_SENSOR_DISCONN,308,INOP,HARD_INOP,RRac,Acoustic Respiration Rate
RRac Unkn.Sensor,NOM_ACOUSTIC_RESP_RATE,195423,NOM_EVT_ADVIS_SENSOR_CHK,6696,INOP,HARD_INOP,RRac,Acoustic Respiration Rate
RRac Equip Malfunc,NOM_ACOUSTIC_RESP_RATE,195423,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,RRac,Acoustic Respiration Rate
** SpCO High,NOM_PULS_OXIM_HB_CO_ART,195426,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,SpCO,Carboxyhemoglobin
** SpCO Low,NOM_PULS_OXIM_HB_CO_ART,195426,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,SpCO,Carboxyhemoglobin
SpCO Cannot Meas,NOM_PULS_OXIM_HB_CO_ART,195426,NOM_EVT_INOP,52,INOP,HARD_INOP,SpCO,Carboxyhemoglobin
SpCO Low Perf,NOM_PULS_OXIM_HB_CO_ART,195426,NOM_EVT_SIG_LO,380,INOP,SOFT_INOP,SpCO,Carboxyhemoglobin
SpCO Poor Signal,NOM_PULS_OXIM_HB_CO_ART,195426,NOM_EVT_SIG_QUALITY,434,INOP,SOFT_INOP,SpCO,Carboxyhemoglobin
SpCO Equip Malfunc,NOM_PULS_OXIM_HB_CO_ART,195426,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,SpCO,Carboxyhemoglobin
** SpHb High,NOM_PULS_OXIM_HB_TOTAL_ART,195427,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,SpHb,Total Hemoglobin (arterial)
** SpHb Low,NOM_PULS_OXIM_HB_TOTAL_ART,195427,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,SpHb,Total Hemoglobin (arterial)
SpHb Cannot Meas,NOM_PULS_OXIM_HB_TOTAL_ART,195427,NOM_EVT_INOP,52,INOP,HARD_INOP,SpHb,Total Hemoglobin (arterial)
SpHb Chk In-Vivo,NOM_PULS_OXIM_HB_TOTAL_ART,195427,NOM_EVT_CHECK_IN_VIVO_OFFSET,62130,INOP,SOFT_INOP,SpHb,Total Hemoglobin (arterial)
SpHb Low Perf,NOM_PULS_OXIM_HB_TOTAL_ART,195427,NOM_EVT_SIG_LO,380,INOP,SOFT_INOP,SpHb,Total Hemoglobin (arterial)
SpHb Poor Signal,NOM_PULS_OXIM_HB_TOTAL_ART,195427,NOM_EVT_SIG_QUALITY,434,INOP,SOFT_INOP,SpHb,Total Hemoglobin (arterial)
SpHb Equip Malfunc,NOM_PULS_OXIM_HB_TOTAL_ART,195427,NOM_EVT_EQUIP_MALF,242,INOP,HARD_INOP,SpHb,Total Hemoglobin (arterial)
** SpHbv High,NOM_PULS_OXIM_HB_TOTAL_VEN,195428,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,SpHbv,Total Hemoglobin (venous)
** SpHbv Low,NOM_PULS_OXIM_HB_TOTAL_VEN,195428,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,SpHbv,Total Hemoglobin (venous)
** SpMet High,NOM_PULS_OXIM_HB_MET_ART,195425,NOM_EVT_HI,40,Alarm,YELLOW_ALARM,SpMet,Methemoglobin
** SpMet Low,NOM_PULS_OXIM_HB_MET_ART,195425,NOM_EVT_LO,62,Alarm,YELLOW_ALARM,SpMet,Methemoglobin
SpMet Cannot Meas,NOM_PULS_OXIM_HB_MET_ART,195425,NOM_EVT_INOP,52,INOP,HARD_INOP,SpMet,Methemoglobin
